1	8.03620599508146e-06
501	1.14637589444453e-06
1001	2.0680510259429e-06
1501	9.16031453431211e-06
2001	1.40181946631242e-06
2501	6.59552866355283e-06
3001	3.80661376332585e-06
3501	8.42475169498892e-06
4001	7.7911604283168e-06
4501	9.5685348337749e-06
5001	4.39667094805511e-06
5501	5.43843358591991e-06
6001	5.4623041686546e-06
6501	8.75899550184049e-06
7001	9.02478891631635e-06
7501	4.84823220736487e-06
8001	1.23629224612284e-06
8501	3.20991144861467e-06
9001	1.23670088075846e-06
9501	2.9571182212946e-06
10001	6.81376263161236e-06
10501	1.63223947942723e-07
11001	4.78963829979906e-06
11501	6.52478835359123e-06
12001	3.6590217268765e-06
12501	1.51683496112563e-06
13001	6.72127427709149e-06
13501	4.65642185896588e-06
14001	5.43018912045006e-06
14501	4.24012293059938e-06
15001	9.57514751432929e-06
15501	2.01127743299818e-06
16001	2.94197561066505e-06
16501	3.79918314485904e-06
17001	2.30203841964435e-06
17501	1.55898103659507e-06
18001	5.32647871026816e-06
18501	5.69303725410905e-06
19001	1.81325629805448e-06
19501	6.87468106120406e-06
20001	8.52315830779728e-06
20501	1.80303648212925e-07
21001	5.74430291759409e-06
21501	2.00294946644315e-06
22001	7.36844748037076e-06
22501	8.09120611217152e-06
23001	1.7684964440437e-07
